date,username,replies,retweets,favorites,text
6/5/20 20:45,aworld2win,0,0,0,"""Antifa"" are just left leaning people who track online and sometimes counter demonstrate against anti-immigrant groups, they aren't fucking terrorists. The cops and trump are making this absurd narrative to say that the rage against the police including riots come from outside."
6/5/20 20:44,TinaGerow,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepDLesko @SenatorSinema @SenMcSallyAZ"
6/5/20 20:43,jpbuttrfly,1,2,4,Media outlets take Trump out of context to suggest he called undocumented immigrants 'animals' 
6/5/20 20:43,Vikki_30,0,0,0,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/ZdX8vyxB via @Change
6/5/20 20:42,KA1PRINT,0,0,2,this is so disgusting. growing up visiting RGV I always thought everyone was peaceful there but I guess not. How can there be a whole trump supporter in a city full of hispanics/immigrants. I will be attending the protests there when I go soon I don’t wanna see none of this 
6/5/20 20:41,MarcSylvirHP,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepAndreCarson @SenToddYoung @SenatorBraun"
6/5/20 20:40,disorderedworld,0,1,3,"@Yamiche It's not personal. Trump's narcissistic pathology compels him to see women, immigrants, foreigners, the poor, the disabled, as inferior. A woman asking an intelligent question is an affront to his superiority. How dare you defy reality! His conditioned response is fury."
6/5/20 20:39,norrasthlm_,0,0,0,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/cm5h8mWL via @Change
6/5/20 20:38,JustTheFacts_1,0,0,0,"I'm genuinely curious about your opinion on trump's full page ad calling for the innocent NY5's execution, and his discrimination in housing, and calling for police assaulting subdued suspects and fraudulent charity and university and hiring of illegal immigrants. No opinion?"
6/5/20 20:38,angel_surjux,1,0,0,Look at the whole clip; he was referring to ILLEGAL IMMIGRANTS as drug dealer's and rapists. President's are allowed to refuse questions from reporters whenever they want. It's funny that you call that interaction racist even when Trump said the reporter was not called on. LOL
6/5/20 20:37,imfabilouss,1,1,11,"White washed/Racist Hispanics piss me the fuck off. I’m Mexican American, both of my parents are Immigrants. I’ve never seen fear in my dads eyes until Trump was elected POTUS. Don’t forget, the system don’t give A FUCK about us either! #BLM we stand TOGETHER."
6/5/20 20:37,lexnp99,0,1,0,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/LfRv8P6t via @Change
6/5/20 20:34,Marykheverson,0,0,0,Donald J. Trump: Justice for sexually abused immigrant children - Assine a petição! http://chng.it/BdptCzvp via @change_br
6/5/20 20:34,yxrmo,0,0,0,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/Zt7q5YnC via @Change
6/5/20 20:34,K4JUSTICE,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepJayapal @SenatorCantwell @PattyMurray"
6/5/20 20:33,diornamgiseok,0,2,0,Tw/// Sexual assault Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/KqBGVBR5 via @Change
6/5/20 20:33,LLD99815880,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepTedLieu @RepAdamSchiff @BradSherman @SenFeinstein @SenKamalaHarris"
6/5/20 20:32,Michael28188613,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepDonBeyer @MarkWarner @undefined"
6/5/20 20:31,MARINA35938578,1,0,0,Nope! Trump 2020! And Democrats are nearly fascistic pro terroristic organization ! Immigrants for Trump!
6/5/20 20:30,BabyMattss,0,2,1,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/bmFGvNxQ via @Change
6/5/20 20:30,KGNSnews,0,0,0,Many immigrants are feeling anxious as they wait to hear whether the U.S. Supreme Court will allow President Trump to end the program that shields them from deportation. 
6/5/20 20:29,527am_,0,2,2,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepSwalwell @RepRoKhanna @SenFeinstein @SenKamalaHarris"
6/5/20 20:29,Steeden87,1,0,0,"Lol, you think they will be voting for Biden? Trump is the party of hate and division. Most Trump supporters are white men, who deep down want people of color, immigrants and women to be 'put in their place'. They are threatened."
6/5/20 20:29,Kathrynkylee,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepJohnLewis @sendavidperdue @SenatorLoeffler"
6/5/20 20:28,jfdiotte,0,0,1,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepCicilline @SenWhitehouse @SenJackReed"
6/5/20 20:28,missfairy_dust,0,0,0,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/K2dZSbrz via @Change
6/5/20 20:27,MsTrump163USA,0,0,1,"Most Trump supporters don't appreciate all he says. But he does counter punch. You know why? Because he calls out Dem's hypocrisy. Remember when he offered to move the Mexican Immigrants to Sanctuary cities. They had a shit fit! They use to want Border security, all a sudden NO"
6/5/20 20:27,atlairoh,0,0,1,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/2SMxPtHg via @Change
6/5/20 20:27,HarrietNix,0,0,1,Trump’s virus payroll tax cut ‘crushes’ Pelosi plan to aid illegal immigrants 
6/5/20 20:26,yooniprint,0,0,0,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/DRMgW4Dw via @Change
6/5/20 20:25,EvaLove,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepHorsford @RepDinaTitus @sencortezmasto @SenJackyRosen"
6/5/20 20:23,umrobocopgayy,0,0,0,Donald J. Trump: Justice for sexually abused immigrant children - Assine a petição! http://chng.it/S8LFCmRK via @change_br
6/5/20 20:23,jazmenemolina,0,0,0,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/nsQhz5bf via @Change
6/5/20 20:23,MCDocFMF1,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepWesterman @JohnBoozman @SenTomCotton"
6/5/20 20:23,kinglionwarrior,0,0,0,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/ZtkRc5sw via @Change
6/5/20 20:23,eJc53780133,0,0,0,Well if you think about it and LOOK AT HISTORY. The indigenous people of America are the Navajo Indians. So in fact YOU are a descendant of and illegal immigrant. Just like Donald trump when his mother went firm Scotland to New York in 1928 
6/5/20 20:21,maeby_99,0,0,0,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/tzFsmkwH via @UKChange
6/5/20 20:20,supyo192,0,0,0,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/tkRZL84y via @Change
6/5/20 20:20,jenchurikii,0,1,1,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/KfPSW4FB via @Change
6/5/20 20:20,MGXse,0,0,0,"but the fault is Trump not even... Just as in Chile, leftist parties criticize the overcrowding of immigrants, since they brought them."
6/5/20 20:19,JCM359,0,1,1,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @SpeakerPelosi @RepSpeier @SenFeinstein @SenKamalaHarris"
6/5/20 20:19,alwaysdobetter,1,0,0,I hear that all the time. What specific actions has he taken to believe that? The Left hates that Trump wants to treat everyone the same as far as effort&amp;accountability. The Left prefers to dole out special treatment for votes. What special treatment do Asian immigrants get?
6/5/20 20:19,lopezja10,0,0,0,Kelly another slime ball and decided to stay silent and go in with Trump/Putin policies to destroy American values and targeted immigrants
6/5/20 20:18,jiminjuicce,0,6,4,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/SJ9NWH4B via @Change
6/5/20 20:18,nessamfrose,0,8,5,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/VGSJZG6j via @Change
6/5/20 20:17,puppyalpha,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @repcharliecrist @SenRubioPress @SenRickScott"
6/5/20 20:17,htownhoodlum,0,0,0,"This man claims to be a pagan and is an Irish immigrant but loves trump, opposes the protests, and hates people of color. I will riverdance on your corpse you hypocritical piece of shit"
6/5/20 20:17,lostparadisekoo,0,0,0,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/cgTXyxWR via @Change
6/5/20 20:17,ughhbri,0,0,0,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/v7CLH6D4 via @Change
6/5/20 20:16,justcallmeaerie,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepJohnLewis @sendavidperdue @SenatorLoeffler"
6/5/20 20:16,AnalysisFreedom,0,0,2,"Immigrants ≠ a race I’m not against legal immigrants coming in(through marot that is), but I am against illegal immigrants entering our country. So is Trump. Also this is literal doxing."
6/5/20 20:15,T_Will5,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepAdams @SenatorBurr @senthomtillis"
6/5/20 20:14,CarverRobertD,0,0,0,"After tweeting condolences to George Floyd’s family, Melania Trump suddenly remembers she’s a birther https://www.queerty.com/tweeting-condolences-george-floyds-family-melania-trump-suddenly-remembers-shes-birther-20200605#.Xtqnho8IDms.twitter Not only a birther, but an immigrant!"
6/5/20 20:14,mslater1,1,0,2,"It's a bit rich for John Kelly, who advocated taking children from their parents at the border as a way to make immigrants stay home while he was Sec. Homeland Security, to now complain b/c Generals are being insulted by trump. He should never be quoted on anything."
6/5/20 20:13,sarina_sultana,0,0,0,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/p8PJ6Kvs via @Change
6/5/20 20:13,SidneyVaughtNet,0,0,0,I'm sure if Joe Biden wins the presidency. he'll take down that ridiculous fence and let people back onto the Ellipse. Trump is absolutely a weak and cowardly man. He first put immigrants in a cage now he has put himself in a cage to hide from Americans. #Biden2020
6/5/20 20:13,hitsabouttime,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepDean @SenBobCasey @SenToomey"
6/5/20 20:12,Charlen91277170,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress"
6/5/20 20:11,according2emi27,0,1,0,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/QzVfM6JY via @Change
6/5/20 20:10,DrPaulRLong1,0,0,0,"The Protestors are not Terrorist. Trump is a Terrorist. He terrorizes Women, Immigrants, Minorities, Syrians, and Active Duty Military. It’s time for this Monster to leave the Country and go to Eastern Europe with His Friends. #SecretPolice #TrumpHasNoPlan #TrumpsSecretPolice"
6/5/20 20:10,Kaaaiitlyn,0,0,0,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/mSzdgKfy via @Change
6/5/20 20:09,azwhit1,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepDavid @SenatorSinema @SenMcSallyAZ"
6/5/20 20:09,RFyvolent,1,0,0,"Here’s the point, human turd Ann Coulter and others new Trump was capable of the bank robbery going in. She’s upset because he’s too stupid and narcissistic to hide his criminality. Tax cuts and immigrant bashing were worth the risk."
6/5/20 20:07,CStoneclad,1,0,0,Spot on. Both political parties have sucked. Then comes along Trump. Says stupid shit but has a good heart. He's made a new party that has forced Rs to be more accepting and stole Ds working man ideology. That is why he is hated on both sides. Ds base is illegal immigrants now.
6/5/20 20:07,prince_florence,0,0,2,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/Dyn78pbq via @Change
6/5/20 20:05,reddawns,0,0,0,"Our View: To President Trump: You should resign now, your shortcomings are unleashing historic levels of suffering on the American people. INCOMPETENT UNQUALIFIED ILLEGALLY ELECTED BY RUSSIA W/COV19 CULLING OLD,POOR,IMMIGRANTS,WORKERS,VETS,PRISONERS "
6/5/20 20:04,jennnaaac,1,1,8,can someone pls come get their mans he thinks he’s doing something for being against illegal immigrants and thinking trump is better 
6/5/20 20:03,deenie7940,0,5,4,Trump’s virus payroll tax cut ‘crushes’ Pelosi plan to aid illegal immigrants 
6/5/20 20:00,LadyVirgo09,0,0,0,Like we will cancel u & the whole clan of trumps and declassify you as immigrants &amp; deport you from the country
6/5/20 19:58,ZootedYeehaw,1,0,0,I thought as an immigrant people would tell me to go back to my country. and my mom used to warn me about showing my political views in controversial ways because she knew that there was a big risk for me to do so in rooms full of trump supporters.
6/5/20 19:57,4RunningWA,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepAdamSmith @SenatorCantwell @PattyMurray"
6/5/20 19:56,BossSquirrel72,0,0,0,Trump’s virus payroll tax cut ‘crushes’ Pelosi plan to aid illegal immigrants https://washex.am/2AB2WiA
6/5/20 19:56,Ninaco871,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @repbrianmast @RepHastingsFL @SenRubioPress @SenRickScott"
6/5/20 19:54,MariaLaChula05,0,0,0,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/T57d2RWM via @Change
6/5/20 19:53,heavenleigh_,0,0,0,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/SxXt4S7P via @Change
6/5/20 19:52,yooncheck,0,0,0,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/hxPwG2FF via @Change
6/5/20 19:52,sams1stsackrace,0,0,0,"#Trump: you sure as Hell didn't do Hispanic and Immigrant Community any good. Locking up and separating families in Detention Camps like dangerous Wild Animals. Guess you couldn't make it to the Bunker that time, in fear of your life no doubt all them women n kids an all?"
6/5/20 19:51,first_luvv_,0,0,0,Bruh.. was just thinking.. Trump called immigrants rapists? Why he saying that when he himself is a rapist
6/5/20 19:51,_maubs,0,0,1,"This girl tell the class she voting for trump she don’t care bout he politics, she don’t care bout immigrants or racism etc etc but posting a square on blackout tuesday "
6/5/20 19:51,dubbledutched,1,0,0,Defended President-Elect Trump’s proposal to ban Muslim immigrants from entering the United States.
6/5/20 19:50,xDionysus16,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepBobGibbs @SenSherrodBrown @SenRobPortman"
6/5/20 19:50,KGPDesign,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @repdonbacon @SenatorFischer @SenSasse"
6/5/20 19:49,undulat69,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepRobWoodall @replucymcbath @sendavidperdue @SenatorLoeffler"
6/5/20 19:49,undulat69,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepRubenGallego @RepGregStanton @SenatorSinema @SenMcSallyAZ"
6/5/20 19:48,IceFireTerry,0,0,1,word i was watching a mini doc on cuban trump supporters and some old dude who barely spoke english did not want immigrants.
6/5/20 19:48,air_deejay,3,5,66,"Can you also address your funding and donations to the trump campaign for your black, POC, immigrant fans and their allies?"
6/5/20 19:48,undulat69,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepDianaDeGette @SenatorBennet @SenCoryGardner"
6/5/20 19:48,undulat69,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepRichmond @SenBillCassidy @SenJohnKennedy"
6/5/20 19:48,Ang3likerzz,1,1,11,"The minute I open my mouth & voice my opinions to all family members, they instantly try to shut me out. They don’t listen to me. They’re filipinx immigrants. They’re trump supporters. They’re racist and anti-black. They support a nation that continues to divide all communities."
6/5/20 19:47,undulat69,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @GillibrandNY @SenSchumer"
6/5/20 19:46,karen_98x,1,0,5,SPANISH TRUMP SUPPORTS YOUR IMMIGRANT GRANDMA IS MAD
6/5/20 19:46,artezz00,0,0,0,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/bpcK7c8C via @Change
6/5/20 19:45,StormyVNV,0,1,4,"And a #Immigrant to America. @realDonaldTrump was raised by the #KKK and Acts like the KKK Trump and six other men were arrested ""on a charge of refusing to disperse from a parade when ordered to do so. #OpTrump"
6/5/20 19:44,TheRealDayhawk,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @SteveScalise @RepRichmond @SenBillCassidy @SenJohnKennedy"
6/5/20 19:44,LmckCdaUsa,0,0,0,"Trump administration changed housing policy to deny federally backed housing loans to young undocumented immigrants while repeatedly telling Congress there were no changes made, according to internal emails and other documents from federal housing agency. "
6/5/20 19:43,annika_bowman_,0,0,1,@realDonaldTrump Does Trump not realize his wife is a immigrant? I knew he was stupid asf but damn
6/5/20 19:42,aopaderf,0,0,0,It's amazing how many people think that Trump said: -Proud boys are fine people -All immigrants are animals -you should bleach your mouth / inject it -he grabs women by the p*ssy when he didn't. And it's because the lie makes it around the world before the truth gets out of bed
6/5/20 19:42,codemonkx,1,0,1,"Cool. So according to you Obama was bad for Immigrants. So seeing as Trump is so much better, and everything Obama did was wrong, then Trump must have reunited all the kids with their parents... right??? Why would he continue horrible mistakes by Obama."
6/5/20 19:42,Devvaco,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepHuffman @SenFeinstein @SenKamalaHarris"
6/5/20 19:40,lamshell,0,0,2,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepEspaillat @RepJerryNadler @GillibrandNY @SenSchumer"
6/5/20 19:40,TheConqueror2,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @FrankPallone @SenatorMenendez @SenBooker"
6/5/20 19:40,Minh0es_,0,1,1,"never forget how trump said immigrants are nothing but r*pists, drug dealers and murderers.. and guess who is a r*pist :)"
6/5/20 19:40,JBairdBaird,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RodneyDavis eyDavis @SenatorDurbin @SenDuckworth"
6/5/20 19:40,TroianoJeremy,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepMalinowski @SenatorMenendez @SenBooker"
6/5/20 19:39,carcopithecon,0,1,1,"How can it be a great day for George Floyd you idiot, Trump, but then your REAL name is DRUMPH.A great day for Floyd? He is DEAD you immigrant fool. He was murdered by a wave of racist cruelty fuelled by the crap that swills around the Oval Office. Nice mail-order bride. "
6/5/20 19:37,packlightluv,1,0,0,She a while immigrant from Venezuela and love trump
6/5/20 19:36,AnObliviousGeek,1,1,1,Trump who promised to build a wall to protect Americans from immigrants has now built a wall to protect himself from Americans “DON-minate the people” 
6/5/20 19:36,MignonWashing18,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepMaxineWaters @SenFeinstein @SenKamalaHarris"
6/5/20 19:36,JBWolfsthal,0,4,9,"Approving Trump’s unqualified judges, tax cuts for the rich, gutting environmental protections and tearing children away from their immigrant parents is a time consuming job "
6/5/20 19:35,nursealexiss,9,132,236,"Trump has ties that are verified by court documents to Jeffery Epstein. Epstein operated a child sex ring out of Mar-a-lago. Trump began separating immigrant children from their parents two years ago. Since then, over 5,000 children have disappeared from federal custody....."
6/5/20 19:34,billieache101,0,0,0,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/dg8Hrnhk via @Change
6/5/20 19:34,found1farm,0,0,0,"And he is not talking about immigrants, poor, blacks, brown's and gays. He be talking about uppity white Trump supporters. "
6/5/20 19:34,jmermels,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepSusanWild @RepDean @SenBobCasey @SenToomey"
6/5/20 19:33,gngrprincess,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepJayapal @SenatorCantwell @PattyMurray"
6/5/20 19:33,MargoESBrown,0,0,3,"My mom (lawyer, working on immigration cases of people who fled violence in South/Central America) receives 10-20 notices a day of US Immigration Court closures due to “unrest.” Trump Admin is using protests as excuse for its anti-immigrant policies. Reminder to #VoteTrumpOut2020"
6/5/20 19:32,xxxBree_Zxxx,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @BlumenauerMedia @RepSchrader @SenJeffMerkley @RonWyden"
6/5/20 19:32,DEEmmons,0,0,0,"It's on video, your dud calling journalists, democrats, FBI officials, scientists, employees of the Intelligence community, the women who own the cats trump grabbed, those folks who rallied against Brett Kavanaugh, judges, immigrants and a host of others ""not very good people.”"
6/5/20 19:32,musicteacher9,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepMarkWalker @RepDavidEPrice @SenatorBurr @senthomtillis"
6/5/20 19:31,DisplacedDaisy,1,0,1,Sadly that's exactly what ICE is: pedophiles and child abusers. They are unstoppable until Trump is out of office. Meanwhile the abuse of children and immigrants continues. America is a fascist state and will be until the GOP is out of power.
6/5/20 19:30,kbatesinnc,0,1,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepMarkWalker @SenatorBurr @senthomtillis"
6/5/20 19:26,elprocesso,0,0,0,I mean trump said only some illegal immigrants were good people
6/5/20 19:25,KyleeGutierrez6,0,0,0,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/RzKpBw4t via @Change
6/5/20 19:25,SiriusGirl1996,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepDavidScott @sendavidperdue @SenatorLoeffler"
6/5/20 19:24,SaudekS,0,0,1,Mayor Muriel Bowser #mayorbowser So proud of you for standing up to Trump. Take command of our streets. Don’t let the Federal troops in. Keep pushing for statehood. Honor your commitment to immigrants through Sanctuary city. Keep ICE out of DC. I’ve got your back.
6/5/20 19:24,trackstarvic,0,0,0,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/SnFMjBY8 via @Change
6/5/20 19:24,ksz63,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepTedLieu @SenFeinstein @SenKamalaHarris"
6/5/20 19:24,rholtzman,0,0,0,"Trump erected walls against immigrants and their children, nor he walls himself in WH hiding in the basement. "
6/5/20 19:23,Gayled_it,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepBonamici @SenJeffMerkley @RonWyden"
6/5/20 19:23,fran89431393,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepJoshG @SenatorMenendez @SenBooker"
6/5/20 19:22,tawn02548798,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepGosar @RepAndyBiggsAZ @SenatorSinema @SenMcSallyAZ"
6/5/20 19:21,ChristopherTt20,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepCunningham @WhipClyburn @GrahamBlog @SenatorTimScott"
6/5/20 19:21,vgerlach01,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepBryanSteil @SenatorBaldwin @SenRonJohnson"
6/5/20 19:21,arianasgirIs,0,0,6,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/rgQMc9FH
6/5/20 19:21,bassheadbaby,0,0,0,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/H8dFk2xG via @Change
6/5/20 19:21,IamJessJen,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepArrington @JohnCornyn @SenTedCruz"
6/5/20 19:20,thereallorig,0,0,0,"1. W/Roy Cohn as Trump’s mentor, he takes no responsibility ever, for anything. Yet awards himself all the credit. Blaming: Media Foreigners Governors Past administrations Minorities General Motors Air conditioning Iran Twitter Poor polling Immigrants George Soros Video games"
6/5/20 19:20,BeardedNancy,1,0,0,"“All Lives Matter!!” Ok but hold on, what were your thoughts on Trump separating immigrant families at the border? And how did you feel about Trump inciting violence on our Muslim neighbors? Thoughts about reopening the economy too early so older folks didn’t die?"
6/5/20 19:19,Junnisaurusrex,0,0,0,Donald J. Trump: Justice for sexually abused immigrant children - Sign the Petition! http://chng.it/JFyWkR4b via @Change
6/5/20 19:18,stitchingUSA,0,0,0,"Does Trump provide any explanation for his animosity toward immigrants, other than... "
6/5/20 19:18,koppnat,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @MikeKellyPA @SenBobCasey @SenToomey"
6/5/20 19:17,GelfondBeth,0,0,0,"Trump/Barr want to use the #PATRIOTAct to spy on our internet search history. They’ll use it to go after immigrants, protesters, and their enemies. Oppose this, @DemandProgress @RepJerryNadler @GillibrandNY @SenSchumer"
6/5/20 19:17,lunalahari,0,0,41,immigrants who support trump are embarrassing...keep that shit to yourself uncle 
